referenceCode,fullCitation,referenceDOI
McConville2017,"McConville, K., Atkinson, A., Fileman, E.S., Spicer, J.I. and Hirst, A.G., 2017. Disentangling the counteracting effects of water content and carbon mass on zooplankton growth. Journal of Plankton Research, 39(2), pp.246-256.",10.1093/plankt/fbw094
McEachran2002,"McEachran J, Carvalho M de, Carpenter K. 2002. Batoid fishes. living Mar. Resour. West. Cent. Atl. FAO Species Identif. Guid. Fish. Purp. Am. Soc. Ichthyol. Herpetol. Spec. Publ. Rome. 3(5):2127",
McGinty2018,"McGinty, N., Barton, A.D., Record, N.R., Finkel, Z.V. and Irwin, A.J., 2018. Traits structure copepod niches in the North Atlantic and Southern Ocean. Marine Ecology Progress Series, 601, pp.109-126.",10.3354/meps12660
McGowan1968,,
McGowan1979,"McGowan J.A. and Walker P.W. (1979) Structure in the copepod community of the North Pacific central gyre. Ecological monographs, 195-226.",
McIntyre2006,"McIntyre PB (2006) The importance of fishes in nutrient cycling in tropical freshwaters: Species, community, and ecosystem perspectives. Dissertation. Cornell University, Ithaca, NY, USA.",
McIntyre2008,"McIntyre PB, et al. (2008) Fish distributions and nutrient cycling in streams: Can fish create biogeochemical hotspots? Ecology 89:2335-2346.",
McIntyreUnpub,"McIntyre PB, Jones LE, Flecker AS, Vanni MJ (2007) Fish extinctions alter nutrient recycling in tropical freshwaters. Proc. Natl. Acad. Sci. U.S.A. 104:4461-4466.",
McManamay2011,"McManamay RA, Webster JR, Valett HM, Dolloff CA (2011) Does diet influence consumer nutrient cycling? Macroinvertebrate and fish excretion in streams. J. N. Am. Benthol. Soc.  30:84-102.",
McMullen1985,"McMullen, Dennis M; Middaugh, Douglas P (2014): Growth rate of Leuresthes tenuis determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834485",10.1594/PANGAEA.834485
McNamara2013,"McNamara, M. E., D. J. Lonsdale & R. C. Aller, 2013. Elemental composition of Mnemiopsis leidyi A. Agassiz 1865 and its implications for nutrient recycling in a Long Island estuary. Estuaries and Coasts 36: 1253–1264.",
Mchugh2002,"Mchugh, D.; Fong, P. P. (2002). Do life history traits account for diversity of polychaete annelids?. Invertebrate Biology. 121(4), 325-338.",
Mecklenburg2003,"Mecklenburg, C.W. (2003). Family Bathymasteridae Jordan & Gilbert 1883 - ronquils. Calif. Acad. Sci. Annotated Checklists of Fishes (6):17.",
Meisenheimer1905,,
Melle2014,"Melle, W., Runge, J., Head, E., Plourde, S., Castellani, C., Licandro, P., Pierson, J., Jonasdottir, S., Johnson, C., Broms, C., Debes, H., Falkenhaug, T., Gaard, E., Gislason, A., Heath, M., Niehoff, B., Nielsen, T. G., Pepin, P., Stenevik, E. K. and Chust, G.: The North Atlantic Ocean as habitat for Calanus finmarchicus: Environmental factors and life history traits, Prog. Oceanogr., 129, 244–284, ",10.1016/j.pocean.2014.04.026
Mellina1993,"Mellina E, Rasmussen JB, Mills EL (1995) Impact of zebra mussel (Dreissena polymorpha) on phosphorus cycling and chlorophyll in lakes. Can. J. Fish. Aquat. Sci.  52:2553-2573.",
MendenDeuer2000,"Menden-Deuer, S., and E. J. Lessard. 2000. Carbon to volume relationships for dinoflagellates, diatoms, and other protist plankton. Limnol. Oceanogr. 45: 569-579. ",
Metchnikoff1886,Metchnikoff E. 1886. Embryologische Studien an Medusen: Ein Beitrag Zur Genealogie Der Primitiv-Organe,
Meyer1983,"Meyer JL, Schultz ET (1985) Migrating haemulid fishes as a source of nutrients and organic-matter on coral reefs. Limnol. Oceanogr. 30:146-156.",
Meyer2002a,"Meyer, Bettina; Atkinson, Angus; StÃ¼bing, Dorothea; Oettl, B; Hagen, Wilhelm; Bathmann, Ulrich (2014): Maximum ingestion and maximum clearance rate of Euphausia superba determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835087",10.1594/PANGAEA.835087
Meyer2002b,"Meyer, B., A. Atkinson, D. Stübing, B. Oettl, W. Hagen, and U.W. Bathmann. 2002. Feeding and energy budgets of Antarctic krill Euphausia superba at the onset of winter—I. Furcilia III larvae. Limnol. Oceanogr. 47: 943–952.",
Michels2005,"Michels, J., & Schnack-Schiel, S. (2005). Feeding in dominant Antarctic copepods—does the morphology of the mandibular gnathobases relate to diet? Marine Biology, 146(3), 483-495. ",
Milanovich2014,"Milanovich JR, Hopton ME (2014) Stoichiometry of a semi-aquatic plethodontid salamander: Intraspecific variation due to location, size and diet. Integr. Zool. 9:613-622.",
MilanovichUnpub,"Milanovich JR, et al. unpublished data.",
Milisenda2014,,
Miller1984,"Miller, C.B., Frost, B.W., Batchelder, H.P., Clemons, M.J., Conway, R.E., 1984. Life histories of large, Grazing Copepods in a Subarctic Ocean Gyre: Neocalanus plumchrus, Neocalanus cristatus, and Eucalanus bungii in the Northeast Pacific. Prog. Oceanog. 13, 201-243.",
Miller1992,"Miller, Thomas J; Crowder, Larry B; Rice, James A (2014): Maximum ingestion and maximum clearance rate of Alosa pseudoharengus, Perca flavescens and Coregonus hoyi determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835102",10.1594/PANGAEA.835102
Miller1999,"Miller, K. J., Bradford-Grieve, J. M., & Jillett, J. B. (1999). Genetic relationship between winter deep-dwelling and spring surface-dwelling female Neocalanus tonsus in the Southern Ocean. Marine Biology, 134(1), 99-106.",
Mills1981,"Mills, C.E., 1981. Diversity of swimming behavior in hydromedusae as related to feeding and utilization of space. Marine Biology, 64(2), pp.185-189.",10.1007/BF00397107
Mills1982,"Mills, Claudia E., 1982. Patterns and mechanisms of vertical distribution of medusae and ctenophores. Ph.D. Dissertation, Department of Biology, University of Victoria, B.C. Canada, 384 pp.",
Mills1983,"Mills, C.E., 1983. Vertical migration and diel activity patterns of hydromedusae: studies in a large tank. Journal of plankton research, 5(5), pp.619-635.",10.1093/plankt/5.5.619
Mills1988,"Mills, C.E. and Goy, J. 1988. In situ observations of the behavior of mesopelagic Solmissus narcomeduae (Cnidaria, Hydrozoa). Bulletin of Marine Science, 43, 739-751.",
Mitchel1982,,
Miyashita2011,"Miyashita, L.K., Gaeta, S.A. and Lopes, R.M., 2011. Life cycle and reproductive traits of marine podonids (Cladocera, Onychopoda) in a coastal subtropical area. Journal of plankton research, 33(5), pp.779-792.",10.1093/plankt/fbq147
MolinaRamirez2015a,"Molina-Ramirez et al. (2015) Functional differences in allometry of the water, carbon and nitrogen content of gelatinous organisms. J. Plankton Res. 37 (5): 989-1002",
MolinaRamirez2015b,"Molina-Ramírez, A., Cáceres, C., Romero-Romero, S., Bueno, J., González-Gordillo, J.I., Irigoien, X., Sostres, J., Bode, A., Mompeán, C., Fernández Puelles, M. and Echevarria, F., 2015. Functional differences in the allometry of the water, carbon and nitrogen content of gelatinous organisms. Journal of Plankton Research, 37(5), pp.989-1000.",10.1093/plankt/fbv037
Moller2007,"Moller, L.F., Riisgard, H.U. (2007) Feeding, bioenergetics and growth in the common jellyfish Aurelia aurita and two hydromedusae, Sarsia tubulosa and Aequorea vitrina. MEPS 346: 167-183",
Montagnes2011,"Montagnes, David J S; Lowe, Chris D; Martin, Laura; Watts, Phillip C; Downes-Tettmar, Naomi; Yang, Zhou; Roberts, Emily C; Davidson, Keith (2014): Growth rate of Oxyrrhis marina determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834489",10.1594/PANGAEA.834489
Moore1999,"Moore P.A., Fields D.M. and Yen J. (1999) Physical constraints of chemoreception in foraging copepods. Limnology and Oceanography, 44(1), 166-177.",
MoraitouApostolopoulou1971,"Moraitou-Apostolopoulou M. (1971) Vertical distribution, diurnal and seasonal migration of copepods in Saronic Bay, Greece. Marine Biology, 9(2), 92-98.",
Morand1987,,
Morandini2001,"Morandini AC, Silveira FL DA. 2001. Sexual reproduction of Nausithoe aurea ( Scyphozoa , Coronatae ). Gametogenesis, egg release, embryonic development, and gastrulation. Sci. Mar. 65(2):139–49",
Morandini2004,"Morandini AC, Silveira FL Da, Jarms G. 2004. The life cycle of Chrysaora lactea Eschscholtz, 1829 (Cnidaria, Scyphozoa) with notes on the scyphistoma stage of three other species. Hydrobiologia. 530-531(1-3):347–54",
Moreira1973,"Moreira, G.S. 1973. On the diurnal vertical migration of Hydromedusae off Santos, Brazil. In Recent Trends in Research in Coelenterate Biology. Tokiota, T. and T. Nishimura (Eds). Publs Seto mar. biol. Lab. 20: 537-566.",
Morgan2003,"Morgan, C.A., Peterson, W.T., Emmett, R.L. (2003) Onshore-offshore variations in copepod community structure off the Oregon coast during the summer upwelling season. Mar Ecol Prog Ser. 249, 223-236.",
Morgan2013,"Morgan DKJ, Hicks BJ (2013) A metabolic theory of ecology applied to temperature and mass dependence of N and P excretion by common carp. Hydrobiologia 705:135-145.",
Moslemi2012,"Moslemi JM, Snider SB, MacNeill K, Gilliam JF, Flecker AS (2012) Impacts of an Invasive Snail (Tarebia granifera) on Nutrient Cycling in Tropical Streams: The Role of Riparian Deforestation in Trinidad, West Indies. Plos One, 7, article 38806.",
Mullin1983,"Mullin, M.M. 1983. In situ measurement of filtering rates of the salp, Thalia democratica, on phytoplankton and bacteria. Journal of Plankton Research, 5, 279-288.",
Munshaw2013,"Munshaw RG, Palen WJ, Courcelles DM, Finlay JC (2013) Predator-driven nutrient recycling in California stream ecosystems. Plos One, 8, article e58542",
Murano1999,"Murano, M. Mysidacea. In: Boltovskoy, D., 1999. South Atlantic zooplankton (No. C/592 S6).",
Murphy1978,"Murphy, J. A., and R. E. Cohen. 1978. A guide to the developmental stages of common coastal, Georges Bank and Gulf of Maine Copepods",
Murray1912,,
Murugan1973,"Murugan, N., and K. G. Sivaramakrishnan. 1973. The biology of Simocephalus acutirostratus King (Cladocera: Daphnidae) - Laboratory studies of life span, instar duration, egg production, growth, and stages in embryonic development. Freshwater Biology",
Muus1999,"Muus, B.J.; Nielsen, J.G. (1999). Sea fish. Scandinavian Fishing Year Book, Hedehusene, Denmark. 340 p.; Post, A. (1990). Paralepididae. p. 373-384. In J.C. Quero, J.C. Hureau, C. Karrer, A. Post and L. Saldanha (eds.) Check-list of the fishes of the eastern tropical Atlantic (CLOFETA). JNICT, Lisbon; SEI, Paris; and UNESCO, Paris. Vol. 1.",
Naddafi2008,"Naddafi R, Pettersson K, Eklov P (2008) Effects of the zebra mussel, an exotic freshwater species, on seston stoichiometry. Limnol. Oceanogr. 53:1973-1987.",
Nagasawa1984a,,
Nagasawa1984b,"Nagasawa, Sachiko (2014): Maximum ingestion and maximum clearance rate of Sagitta crassa determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835103",10.1594/PANGAEA.835103
Nakabo2002,"Nakabo, T. (2002). Fishes of Japan with pictorial keys to the species, English edition I. Tokai University Press, Japan, pp v-866.",
Nakai1955,"Nakai, Z. 1955. The chemical composition, volume, weight, and size of the important marine plankton . Special Publication of Bulletin of Tokai Regional Fisheries Research Laboratory",
Nakamura1997,"Nakamura, Yasuo; Turner, Jefferson T (2014): Maximum ingestion and maximum clearance rate of Oithona similis determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835104",10.1594/PANGAEA.835104
Nakamura1998,"Nakamura, Yasuo (2014): Growth rate of Noctiluca scintillans determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834490",10.1594/PANGAEA.834490
Nassogne1970,"Nassogne, A (2014): Maximum ingestion and maximum clearance rate of Euterpina acutifrons determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835105",10.1594/PANGAEA.835105
Naustvoll1998a,"Naustvoll, Lars-John (2014): Maximum ingestion and maximum clearance rate of Diplopsalis lenticula determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835106",10.1594/PANGAEA.835106
Naustvoll1998b,"Naustvoll, Lars-John (2014): Growth rate of Diplopsalis lenticula determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.834491",10.1594/PANGAEA.834491
Nejstgaard1995,"Nejstgaard, Jens Christian; Bamstedt, Ulf; Bagoien, E; Solberg, P T (2014): Maximum ingestion and maximum clearance rate of Calanus finmarchicus determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.835108",10.1594/PANGAEA.835108
Nemazie1993,,
Nemoto1966,"Nemoto, Takahisa, 1966. Thysanoessa euphausiids, comparative morphology, allomorphosis and ecology. Sci. Rep. Whales Res. Inst, 20, pp.109-155.",
Neuheimer2016,"Neuheimer, A. B., Hartvig, M., Heuschele, J., Hylander, S., Kiørboe, T., Olsson, K. H., Sainmont, J. and Andersen, K. H.: Adult and offspring size in the ocean: a database of size metrics and conversion factors, Ecology, 97(4), 1083–1083, ",10.1890/15-1261.1
Neumann1979,"Neumann R. 1979. Bacterial Induction of Settlement and Metamorphosis in the Planula Larvae of Cassiopea andromeda (Cnidaria: Scyphozoa, Rhizostomeae). Mar. Ecol. Prog. Ser. 1:21–28",
Newton1999,"Newton, G. M. and Mitchell, B. D.: Egg dormancy in the Australian estuarine-endemic copepods Gippslandia estuarina and Sulcanus conflictus, with reference to dormancy of other estuarine fauna, Mar. Freshw. Res., 50, 441, ",10.1071/MF98161
Niehoff2007,"Niehoff, B. (2007). Life history strategies in zooplankton communities: The significance of female gonad morphology and maturation types for the reproductive biology of marine calanoid copepods. Progress in Oceanography, 74(1), 1-47. ",http://dx.doi.org/10.1016/j.pocean.2006.05.005
Nielsen1999,"Nielsen, T. G. and Hansen, P. J.: Dyreplankton i danske farvande, Miljø- og Energiministeriet, Danmarks Miljøundersøgelser., 1999.",
Nishibe2004,"Nishibe, Y. and Ikeda, T., 2004. Vertical distribution, abundance and community structure of oncaeid copepods in the Oyashio region, western subarctic Pacific. Marine Biology, 145(5), pp.931-941.",10.1007/s00227-004-1392-9
Nishibe2007,"Nishibe, Y. and Ikeda, T., 2007. Vertical distribution, population structure and life cycles of four oncaeid copepods in the Oyashio region, western subarctic Pacific. Marine Biology, 150(4), pp.609-625.",10.1007/s00227-006-0382-5
Nishibe2008a,"Nishibe, Y. and Ikeda, T.: Metabolism and elemental composition of four oncaeid copepods in the western subarctic Pacific, Mar. Biol., 153(3), 397–404, ",10.1007/s00227-007-0816-8
Nishibe2008b,"Nishibe, Yuichiro; Ikeda, Tsutomu (2014): Respiration rate of oncaeid copepods determined experimentally. PANGAEA, https://doi.org/10.1594/PANGAEA.833963",10.1594/PANGAEA.833963
Nishida1985,"Nishida, S. (1985). Taxonomy and distribution of the family Oithonidae (Copepoda, Cyclopoida) in the Pacific and Indian Oceans. Bulletin of the Ocean Research Institute, University of Tokyo 20:1-167, figs. 1-101, tabs. 1-8, Appendix with Tabs. 1-2. (Vii-1985).",
Nishida1996,"Nishida S. and Ohtsuka S. (1996) Specialized feeding mechanism in the pelagic copepod genus Heterorhabdus (Calanoida: Heterorhabdidae), with special reference to the mandibular tooth and labral glands. Marine Biology, 126(4), 619-632.",
Nishida1997,"Nishida S. and Ohtsuka S. (1997) Ultrastructure of the mouthpart sensory setae in mesopelagic copepods of the family Scolecitrichidae. Plankton Biology and Ecology, 44, 81-90.",
Nishiyama1977,"Nishiyama, T. 1977. Food-energy requirements of Bristol Bay sockeye salmon Oncorhynchus nerka (Walbaum) during the last marine life stage. Res. Inst. N. Pac. Fish. Spec. Vol. 289-320. (In Japanese, English summary.)",
Nival1979,"Nival, P. and Nival, S. 1976. Particle retention efficiency of an herbivorous copepod, Acartia clausi (adult and copepodite stages) effects on grazing. Limnology and Oceanography, 21, 24-38.",
Nival1990,"Nival, S., Pagano, M., and P. Nival. 1990. Laboratory study of the spawning rate of the calanoid copepod Centropages typicus: effect of fluctuating food concentration. Journal of Plankton Research ",
Noblezada2008,"Noblezada, M.M.P. and Campos, W.L., 2008. Spatial distribution of chaetognaths off the northern Bicol Shelf, Philippines (Pacific coast). ICES Journal of Marine Science, 65(3), pp.484-494.",10.1093/icesjms/fsn027
Norrbin1984,,
Norrbin2001,"Norrbin MF (2001) Ultra-structural changes in the reproductive system of overwintering females of Acartia longiremis, Marine Biology, 139: 697-704",
Novikov2002a,"Novikov, N.P.; Sokolovsky, A.S.; Sokolovskaya, T.G.; Yakovlev, Y.M. (2002). The fishes of Primorye. Vladivostok, Far Eastern State Tech. Fish. Univ., 552 p.",
Novikov2002b,"Novikov, N.P.; Sokolovsky, A.S.; Sokolovskaya, T.G.; Yakovlev, Y.M. (2002). The fishes of Primorye. Vladivostok, Far Eastern State Tech. Fish. Univ., 552 p.; Ayupov, I.R.; Balkonskaya, L.A.; Biryukov, I.A.; Volodin, A.V.; Golodnikova, N.V.; Galimzianov, N.K.; Dubrovsky, S.V.; Zverkova, L.M.; Ivanov, V.F.; Ivshina, E.R.; Kochnev, K.S., Yu, R.; Mamulo, I.M.; Perveeva, E.R.; Pushnikova, G.M.; … (1993). Commercial fishes, invertebrates and algae of marine waters off Sakhalin and Kuril Islands. Yuzhno-Sakhalinsk, Dal'nevostochnoe Knizhnoe Izdatel'stvo, 192 p.",
